,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.2,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q2.6_1,Q2.6_2,Q2.6_3,Q2.6_4,Q2.6_5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5_1,Q3.5_2,Q3.5_3,Q3.5_4,Q3.6_1,Q3.6_2,Q3.6_3,Q3.6_4,1_Q5.2,2_Q5.2,3_Q5.2,4_Q5.2,5_Q5.2,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.1_6,Q7.1_7,investExtra1,profile1b,profile2b,profile3b,profile4b,profile5b,profile1a,profile2a,profile3a,profile4a,profile5a,seed1,seed2,seed3,seed4,seed5,minutes,Q6.9_agg
11,20/06/2023 03:50,20/06/2023 03:54,IP Address,100,216,TRUE,20/06/2023 03:54,R_25TLYPbqA9GyNoD,email,EN,Consent to participate in this short survey,Student,University,Ireland,Spanish,0,9,8,9,NA,NA,Do not know,NA,NA,NA,Yes,No,No,No,Yes,Yes,No,No,Profile A,Profile A,Profile B,Profile B,Profile A,3,4,1,7,5,2,6,NA,"1500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",1500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,500 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,2000 + conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,1000 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,"1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",998205523,134030011,697657605,831118636,182591432,3.6,Man
12,20/06/2023 03:53,20/06/2023 04:00,IP Address,100,375,TRUE,20/06/2023 04:00,R_2qmAlmEkkHaKTUV,email,EN,Consent to participate in this short survey,Senior Faculty,University,United States,American,1,3,8,8,8,8,No,NA,NA,NA,Yes,Yes,No,No,Yes,Yes,No,No,Profile A,Profile B,Profile A,Profile B,Profile A,6,2,1,4,7,3,5,NA,"2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Not-for-profit ownership structure,1000 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,"2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Not-for-profit ownership structure,1000 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,980373072,425563769,217385377,103599146,337861144,6.25,Woman
13,20/06/2023 05:19,20/06/2023 05:28,IP Address,100,533,TRUE,20/06/2023 05:28,R_3ZQFZCSf7JK6CHL,email,EN,Consent to participate in this short survey,Researcher,University,Germany,German,0,NA,NA,NA,NA,NA,Do not know,NA,NA,NA,Yes,No,No,No,Yes,Yes,No,No,Profile B,Profile A,Profile B,Profile B,Profile A,5,4,3,7,2,1,6,NA,500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,1500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,"1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",64994776,979957465,463391680,887287658,673870564,8.883333333,Woman
14,20/06/2023 06:15,20/06/2023 06:22,IP Address,100,381,TRUE,20/06/2023 06:22,R_1IFWgPlBD0y1xBM,email,EN,Consent to participate in this short survey,Post Doc,University,Germany,German,7,10,5,5,5,5,Do not know,NA,NA,NA,Yes,No,No,No,Yes,No,No,No,Profile A,Profile B,Profile B,Profile B,Profile B,4,5,1,7,2,3,6,NA,"1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Cooperative ownership structure – membership ownership,1500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1000 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,"1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",500 conference participants|President that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Private-for-profit ownership structure,1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Private-for-profit ownership structure,"1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",227090159,939201683,967755154,43823094,112303005,6.35,Man
15,20/06/2023 06:21,20/06/2023 06:27,IP Address,100,406,TRUE,20/06/2023 06:27,R_2rYCyVBsmgmS2Fd,email,EN,Consent to participate in this short survey,Senior Faculty,University,Spain,Spanish,4,9,3,5,2,5,No,NA,NA,NA,Yes,No,No,No,Yes,Yes,No,No,Profile B,Profile A,Profile A,Profile B,Profile A,4,2,1,6,7,3,5,NA,"1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,2000 + conference participants|President that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure,"1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,"2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",506582046,576997711,29641435,4738299,800949983,6.766666667,Man
16,20/06/2023 07:23,20/06/2023 07:32,IP Address,100,572,TRUE,20/06/2023 07:32,R_3g6hRHzbPGl3497,email,EN,Consent to participate in this short survey,Student,University,Switzerland,Swiss,0,8,9,NA,NA,NA,Do not know,NA,NA,NA,Yes,Yes,No,No,Yes,Yes,No,No,Profile A,Profile B,Profile A,Profile B,Profile A,2,3,4,6,7,1,5,NA,500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,"500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Cooperative ownership structure – membership ownership,"1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Private-for-profit ownership structure,1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,1000 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,2000 + conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,890437437,896619267,447386755,551403733,49478407,9.533333333,Woman
17,20/06/2023 07:38,20/06/2023 07:43,IP Address,100,307,TRUE,20/06/2023 07:43,R_YYTwc2EvQnnTJTz,email,EN,Consent to participate in this short survey,Post Doc,Research Institute,Germany,Venezuelan,2,9,8,7,6,7,Yes,No,NA,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Profile A,Profile A,Profile B,Profile A,Profile B,6,2,1,4,7,3,5,1000,500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,"1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,"1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",1000 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,640681838,730178588,109612492,794619514,377044265,5.116666667,Man
18,20/06/2023 07:44,20/06/2023 07:53,IP Address,100,551,TRUE,20/06/2023 07:53,R_2ahR9bKuXvCeWbb,email,EN,Consent to participate in this short survey,Student,University,Germany,Dutch,0,5,4,NA,NA,NA,No,NA,NA,NA,No,No,No,No,Yes,Yes,Yes,No,Profile A,Profile A,Profile A,Profile A,Profile B,4,2,1,6,7,3,5,NA,500 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,"2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1500 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,1000 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,1500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,"1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure,2000 + conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,759677255,871446460,689649744,649434339,907668770,9.183333333,Woman
19,20/06/2023 07:51,20/06/2023 07:58,IP Address,100,436,TRUE,20/06/2023 07:58,R_22VcemZ4GbqKJql,email,EN,Consent to participate in this short survey,Junior Faculty,University,Italy,Italian,5,5,9,NA,NA,NA,No,NA,NA,NA,No,No,No,No,Yes,No,No,No,Profile A,Profile A,Profile B,Profile B,Profile B,1,2,4,5,6,7,3,NA,"1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,2000 + conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,1000 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1500 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,"1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",763074189,630294127,529983788,197582594,959832533,7.266666667,Other
20,20/06/2023 08:29,20/06/2023 08:35,IP Address,100,357,TRUE,20/06/2023 08:35,R_6fhvcxi7MJXF8NX,email,EN,Consent to participate in this short survey,Senior Faculty,University,United Kingdom,Ireland,12,10,8,9,9,5,Yes,Yes,Yes,NA,No,No,No,No,Yes,Yes,Yes,No,Profile B,Profile A,Profile B,Profile B,Profile B,6,4,1,7,3,2,5,50,"500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,1000 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,1000 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",1000 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,2000 + conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,819446105,122193256,181776224,545637658,202102455,5.95,Man
